H	3	1024	"2023-10-20 12:35:50"	15	2.85
C	-7.018564	1.956729	 0.000000	"keV"
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	1
32	0
33	0
34	2
35	2
36	9
37	35
38	90
39	153
40	124
41	143
42	125
43	137
44	116
45	106
46	113
47	106
48	120
49	131
50	100
51	122
52	94
53	147
54	113
55	142
56	116
57	140
58	132
59	137
60	132
61	128
62	129
63	120
64	96
65	111
66	116
67	89
68	87
69	130
70	126
71	117
72	123
73	142
74	135
75	135
76	139
77	134
78	143
79	136
80	122
81	133
82	116
83	130
84	142
85	128
86	129
87	141
88	167
89	147
90	157
91	149
92	165
93	162
94	187
95	187
96	167
97	208
98	212
99	213
100	213
101	221
102	215
103	231
104	178
105	211
106	228
107	239
108	222
109	243
110	230
111	228
112	183
113	233
114	216
115	193
116	205
117	205
118	191
119	203
120	204
121	209
122	193
123	203
124	149
125	167
126	165
127	172
128	173
129	170
130	167
131	148
132	175
133	186
134	168
135	171
136	148
137	138
138	127
139	135
140	148
141	143
142	138
143	130
144	126
145	113
146	116
147	122
148	108
149	149
150	114
151	109
152	118
153	121
154	103
155	127
156	107
157	116
158	123
159	132
160	111
161	136
162	119
163	135
164	107
165	146
166	127
167	109
168	99
169	121
170	143
171	93
172	107
173	128
174	119
175	114
176	95
177	103
178	114
179	130
180	127
181	97
182	104
183	110
184	110
185	129
186	107
187	99
188	126
189	103
190	100
191	114
192	125
193	111
194	104
195	106
196	127
197	108
198	108
199	110
200	92
201	122
202	99
203	121
204	113
205	92
206	92
207	102
208	103
209	113
210	118
211	112
212	96
213	102
214	110
215	106
216	104
217	106
218	116
219	83
220	92
221	103
222	92
223	103
224	121
225	111
226	94
227	108
228	85
229	97
230	97
231	100
232	82
233	86
234	92
235	102
236	68
237	91
238	74
239	66
240	73
241	64
242	67
243	60
244	63
245	49
246	46
247	55
248	60
249	49
250	45
251	34
252	44
253	49
254	29
255	52
256	29
257	36
258	31
259	38
260	29
261	33
262	31
263	25
264	28
265	25
266	29
267	31
268	18
269	40
270	24
271	16
272	29
273	33
274	20
275	22
276	28
277	18
278	17
279	27
280	20
281	18
282	23
283	14
284	27
285	26
286	22
287	22
288	14
289	23
290	23
291	21
292	31
293	34
294	32
295	16
296	23
297	34
298	26
299	22
300	31
301	42
302	34
303	28
304	34
305	35
306	34
307	24
308	43
309	44
310	52
311	43
312	42
313	49
314	46
315	61
316	72
317	78
318	69
319	102
320	82
321	107
322	128
323	130
324	146
325	158
326	189
327	215
328	214
329	261
330	290
331	352
332	323
333	382
334	391
335	412
336	449
337	480
338	479
339	489
340	502
341	578
342	510
343	510
344	525
345	566
346	516
347	501
348	492
349	471
350	457
351	450
352	393
353	392
354	354
355	308
356	261
357	278
358	254
359	206
360	175
361	194
362	155
363	107
364	114
365	99
366	68
367	65
368	62
369	42
370	43
371	38
372	20
373	24
374	12
375	22
376	16
377	16
378	10
379	5
380	7
381	4
382	7
383	8
384	4
385	7
386	1
387	3
388	5
389	3
390	2
391	5
392	3
393	2
394	3
395	0
396	4
397	4
398	3
399	6
400	1
401	6
402	1
403	4
404	3
405	5
406	3
407	3
408	3
409	2
410	5
411	1
412	2
413	1
414	3
415	0
416	3
417	3
418	1
419	3
420	1
421	1
422	1
423	5
424	7
425	4
426	1
427	4
428	2
429	2
430	5
431	0
432	0
433	0
434	3
435	5
436	4
437	2
438	2
439	3
440	2
441	1
442	1
443	6
444	3
445	3
446	1
447	4
448	1
449	4
450	4
451	5
452	1
453	6
454	4
455	3
456	2
457	1
458	1
459	3
460	2
461	3
462	2
463	4
464	2
465	2
466	2
467	6
468	0
469	3
470	5
471	5
472	3
473	1
474	3
475	4
476	1
477	1
478	1
479	3
480	4
481	4
482	2
483	1
484	1
485	1
486	3
487	6
488	2
489	0
490	2
491	3
492	2
493	1
494	3
495	4
496	0
497	1
498	1
499	1
500	2
501	0
502	0
503	4
504	0
505	5
506	1
507	0
508	1
509	5
510	2
511	0
512	2
513	3
514	5
515	1
516	3
517	1
518	1
519	1
520	1
