H	3	1024	"2023-10-20 12:27:21"	250	1.09
C	-7.018564	1.956729	 0.000000	"keV"
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	1
31	3
32	1
33	4
34	18
35	69
36	179
37	380
38	587
39	625
40	711
41	702
42	632
43	684
44	621
45	625
46	622
47	576
48	588
49	617
50	568
51	567
52	587
53	598
54	593
55	619
56	599
57	582
58	568
59	617
60	602
61	628
62	576
63	542
64	513
65	549
66	490
67	475
68	504
69	529
70	587
71	610
72	698
73	672
74	653
75	689
76	634
77	624
78	646
79	620
80	598
81	659
82	622
83	619
84	631
85	659
86	700
87	696
88	762
89	788
90	812
91	882
92	859
93	905
94	880
95	936
96	885
97	933
98	919
99	893
100	947
101	958
102	885
103	902
104	905
105	907
106	915
107	900
108	861
109	931
110	915
111	848
112	854
113	944
114	829
115	884
116	835
117	886
118	864
119	854
120	784
121	853
122	775
123	793
124	791
125	767
126	765
127	781
128	778
129	735
130	758
131	733
132	701
133	725
134	665
135	696
136	645
137	674
138	579
139	606
140	616
141	609
142	627
143	624
144	574
145	650
146	569
147	643
148	583
149	659
150	612
151	668
152	613
153	620
154	587
155	622
156	603
157	656
158	605
159	595
160	610
161	580
162	563
163	545
164	581
165	599
166	597
167	552
168	544
169	503
170	474
171	479
172	465
173	464
174	400
175	401
176	380
177	380
178	355
179	354
180	315
181	372
182	326
183	328
184	287
185	273
186	290
187	281
188	274
189	284
190	262
191	252
192	254
193	263
194	259
195	252
196	234
197	240
198	242
199	243
200	213
201	224
202	228
203	249
204	209
205	242
206	226
207	246
208	221
209	212
210	229
211	202
212	219
213	249
214	222
215	225
216	185
217	229
218	196
219	205
220	193
221	212
222	219
223	216
224	220
225	236
226	258
227	231
228	251
229	251
230	228
231	222
232	253
233	233
234	241
235	264
236	281
237	277
238	319
239	319
240	358
241	401
242	449
243	467
244	532
245	601
246	623
247	792
248	840
249	1029
250	1134
251	1380
252	1423
253	1586
254	1831
255	2058
256	2212
257	2491
258	2606
259	2827
260	2818
261	3197
262	3307
263	3388
264	3425
265	3672
266	3546
267	3639
268	3376
269	3412
270	3247
271	3096
272	2676
273	2530
274	2305
275	2177
276	1904
277	1760
278	1477
279	1332
280	1092
281	1035
282	827
283	706
284	601
285	525
286	446
287	365
288	301
289	286
290	244
291	226
292	171
293	187
294	167
295	159
296	120
297	140
298	133
299	151
300	128
301	123
302	119
303	113
304	122
305	155
306	126
307	114
308	118
309	107
310	138
311	118
312	133
313	128
314	117
315	118
316	99
317	111
318	128
319	122
320	97
321	122
322	112
323	133
324	115
325	113
326	117
327	108
328	117
329	122
330	130
331	118
332	118
333	142
334	121
335	115
336	113
337	120
338	96
339	128
340	108
341	122
342	97
343	110
344	137
345	117
346	131
347	141
348	121
349	124
350	116
351	128
352	122
353	137
354	141
355	136
356	139
357	119
358	117
359	128
360	135
361	122
362	124
363	119
364	125
365	127
366	122
367	103
368	120
369	127
370	113
371	129
372	108
373	133
374	123
375	111
376	117
377	121
378	100
379	115
380	96
381	119
382	102
383	126
384	123
385	128
386	114
387	110
388	90
389	139
390	129
391	108
392	103
393	123
394	83
395	112
396	108
397	116
398	118
399	133
400	129
401	119
402	113
403	113
404	130
405	124
406	129
407	111
408	128
409	119
410	109
411	139
412	107
413	137
414	124
415	102
416	102
417	118
418	98
419	128
420	103
421	120
422	121
423	111
424	120
425	135
426	129
427	106
428	106
429	118
430	117
431	118
432	129
433	105
434	104
435	131
436	106
437	91
438	117
439	111
440	107
441	110
442	121
443	126
444	111
445	110
446	109
447	132
448	109
449	148
450	113
451	103
452	111
453	114
454	116
455	135
456	117
457	120
458	100
459	122
460	123
461	131
462	105
463	129
464	126
465	133
466	115
467	130
468	106
469	136
470	129
471	130
472	110
473	123
474	132
475	139
476	118
477	149
478	123
479	111
480	103
481	136
482	123
483	114
484	116
485	124
486	128
487	130
488	122
489	120
490	123
491	129
492	117
493	125
494	134
495	120
496	142
497	134
498	122
499	126
500	133
501	132
502	119
503	139
504	141
505	135
506	124
507	136
508	144
509	130
510	126
511	117
512	115
